ID,Review Date,Name,Verified,Type of Traveller,Seat Type,Route,Month Flown,Seat Comfort,Staff Service,Ground Service,Value For Money,Recommended,Title,Reviews,Food & Beverages,Inflight Entertainment,Wifi & Connectivity,Aircraft,Airline
817697,2022-11-29,Jaime Ponce,True,Family Leisure,Economy Class,Santa Cruz to Buenos Aires,November 2022,4,5,5,5,yes,aircraft in very good condition,"Check in was flawless, aircraft in very good condition but rather small for a three hour red eye flight; on other positive aspect, flight was scheduled for 0150 am but departed around 50 min ahead of time, which is not always desirable specially when People are meeting you at destination airport But what the heck, would you rather be late?",3,0,0,E190,Aerolíneas Argentinas
817269,2022-11-27,Raymond Asplund,True,Solo Leisure,Economy Class,Bogota to Montevideo via Buenos Aires,November 2022,3,4,1,1,no,my last time flying them,"I was flying red eye from Bogota to Montevideo with a connection in Buenos Aires and my flight was delayed over 5 hours. This caused me to sleep at the airport and have my connection rescheduled so that I not only arrive late at night to where I cannot check in to my reservation and more importantly I miss out on a valuable day of vacation. There was no staff at the airport when I arrived at the gate or anywhere beyond the checkpoint. And no one would show until 2.45am, which is 7 hours after I arrived. No one to help with their mistake. When staff did arrive I asked for any form of accommodation. Sleeping at airport? Nothing. An earlier connection? Nothing. Cancelation (I unfortunately have another couple flights with this airline) since now I only have 2 days in Montevideo? Nothing. Money or points? Nothing. There’s nothing they can do but pass me off to the next stop. This is my first and lasting impression with them and after my trip it will be my last time flying them.",3,0,0,Not specified,Aerolíneas Argentinas
801718,2022-09-04,Niels Petersen,False,Business,Economy Class,Buenos Aires to Salta,August 2022,3,3,4,4,yes,I was pleasantly surprised,Not Verified,3,0,0,Boeing 737,Aerolíneas Argentinas
771391,2022-03-08,D Salina,True,Business,Business Class,Madrid to Buenos Aires,March 2022,2,1,1,1,no,service was generally unfriendly,"Absolutely disgraceful. The airline made us wait 2.5 hours in Madrid to issue our boarding passes. There is no business lounge. The service was generally unfriendly. Everything was an effort. No flat bed. The food came on a trolley and was most unappetizing. No menu printed and only two options. Poor presentation. When we arrived in Buenos Aires, we had to wait 1.25 hours with no announcement or explanation for our luggage. Our luggage was wet and clothes in luggage also wet.",1,3,1,A330,Aerolíneas Argentinas
769230,2022-02-17,Anibal Cheble,True,Business,Economy Class,Buenos Aires to San Juan Domingo Faustino,February 2022,0,0,0,1,no,I will avoid this airline at all costs,"A scheduling disaster. Five flights booked, all five were rescheduled. Not only that, but the rescheduling included connections that didn’t make sense anymore: first leg landing after the second leg departs, and with no further options during that day. First, they changed the first flight of five, and only offered to rebook that one for free (even though it affected the following 4) so I had to pay for the change of the following four flights myself. Then, as the dates approached they changed (multiple times) the remaining four flights, up to the point that my last flight is to a completely different city. I will avoid this airline at all costs whenever I have a choice. An embarrassment and a scam.",0,0,0,Boeing 737,Aerolíneas Argentinas
761869,2021-12-10,N Oliveira,True,Solo Leisure,Economy Class,Buenos Aires to Sao Paulo,December 2021,4,4,1,3,no,Awful customer service!,"Awful customer service! I booked 5 flights with the airline. 1) Customer Service not responsive: I had to miss my 4th flight due to an unexpected situation. The airline allows change/cancellation if it is >1.30hour prior to the flight time - I have tried contacting the airline by calling and WhatsApp, no replies - I had no choice but to forego this booking and purchase a new ticket from a different airline. The WhatsApp reply came 12 hours later and did not even read the chat above. 2) Unclear policies - As a result of missing my 4th flight, the airline automatically removed my 5th flight from the system - The airline did not allow me to check in and I had wasted 1 extra hour in talking to the sales office. The sales office wouldn't issue a new ticket for me as it is ""impossible"" to fly today now, the earliest flight available is in 2 days which is unacceptable. 3) Awful service from staff - I complained ""how am I supposed to know?"" that they would remove my 5th flight because I missed my 4th one (they are 1.5 days apart), the staff responded ""now you know"" - The staff even scolded me for not arriving to the airport earlier.",4,0,0,Not specified,Aerolíneas Argentinas
760257,2021-11-23,Kent Duthie,False,Couple Leisure,Economy Class,Buenos Aires to Tucuman,November 2021,1,1,1,1,no,told us we would have to wait 8 hours,Not Verified,0,0,0,Not specified,Aerolíneas Argentinas
734102,2021-02-02,A Darnov,True,Solo Leisure,Economy Class,Buenos Aires to El Calafate,November 2020,0,0,0,1,no,I have not received a penny,"Absolute disgrace. By far the most sketchy, unprofessional airline I ever dealt with. Flights canceled due to Covid.  Argentinean Airlines have disconnected all phones and no one ever replies on WhatsApp. I mean using a free app to communicate with customers - all you need to know about their level. I have received one reply saying that they have reimbursed me on November 30th. It's February and it's clear that that's a lie - I have not received a penny. By the way, I have paid for flexible ticket, so it was refundable regardless of the Covid situation.",0,0,0,Not specified,Aerolíneas Argentinas
731673,2020-12-15,Ioannis Couniniotis,True,Solo Leisure,Economy Class,Iguazu to Barliloche via Buenos Aires,April 2020,0,0,0,1,no,still no reimbursement or even reply,"By far the worst customer service I have ever experienced (basically there is none). One of these airlines where things are ok as long as there is no issue, otherwise you are in for a treat. Flight cancelled in April (no reason provided but covid would be the logical guess) and still no reimbursement or even reply to my many requests over the last 8 months. There is no number to contact the company, they only give you a WhatsApp number to call (no one answers) or ask you to do so on Facebook (and again they do not reply).",0,0,0,Not specified,Aerolíneas Argentinas
720534,2020-03-30,L Jackson,True,Family Leisure,Business Class,Buenos Aires to New York,March 2020,1,1,1,1,no,nothing approached business standards,"Buenos Aires to New York. My first and last international flight with this airline. Literally nothing about our experience approached business class standards for a full-service airline: inattentive and rude flight attendants who were absent for most of the 11-hour trip and routinely ignored call buttons; no preflight drinks or even water or hand towels; I had to ask for an amenity kit as the crew forgot to hand them out; they banned the use of the front lavatory claiming it was ""company policy"" and did not clean the two others very often. The onboard entertainment was non-existent and no one was watching any of the few movies offered. It gets even worse: the meal service was the worst I've ever had in business or first class on any airline. It came not on a plate but in an aluminium foil-wrapped tin container and was inedible. Our flight departed at 11:30 pm and they started meal service two hours later, which is unacceptable for passengers who want to eat and go to sleep. I'm a Diamond Medallion with Delta, so at least I got the miles, but Skyteam needs to seriously rethink having this airline as part of its alliance.",1,1,1,A330,Aerolíneas Argentinas
698503,2019-12-02,Mikael Roth,True,Couple Leisure,Economy Class,Buenos Aires to Mendoza,November 2019,0,0,1,1,no,our tickets were cancelled,"Buenos Aires to Mendoza. We had booked several flights with Aerolineas Argentinas but me missed the first one due to a cancelled flight to Argentina (not Aerolineas Argentinas). So we missed that flight but bought a new ticket to our first destination. Did not think much of it until we were at the airport for our next destination. We were informed that since we missed the first flight, all our tickets were cancelled. To avoid this we could pay a fees for no-show and other penalties for a total of USD 688 per person. That is more then the tickets cost! There was no email that informed of this. The interest of ground staff to resolve this was zero. it more felt like extortion. It we at least got an email saying that since you missed your flight you have to confirm the rest of your tickets then we would have had a chance to at least avoid a very stressful situation. Our carefully planned vacation is shot. We are trying to get new tickets but will miss several of the planned activities. We are losing time (sitting at airports). We are losing lots of money (buying new ticket) but not Aerolineas Argentinas  again! Avoid if at all possible!",0,0,0,Not specified,Aerolíneas Argentinas
